query,term,rmn,nidf,qacf2,qacfn2,qacfs2,cacf2,cacf2s,scacfs,ccfq,ccfc
301,organized,0.3770592576890769,0.39050985929363247,0.3434465121638108,0.36779182248581843,0.3415130873601235,-0.11924334646748073,0.2966342018021342,0.2994023821701302,0.3166331801237548,0.3442506520170605
301,crime,0.5154362920939403,0.3462400679661505,0.27662030044331515,0.29622861445189486,0.3245254174569208,0.01896196516321311,0.3431810228065042,0.3433855693331976,0.31138804832228645,0.3335512293005733
301,international,0.10750445021698274,0.2632500727402171,0.3137400073556906,0.33597956306228677,0.33396149518295576,0.06944895598608403,0.3601847753913616,0.3572120484966724,0.37197877155395875,0.32219811868236614
302,poliomyelitis,0.0416970451297586,0.48817990856397403,0.3278879911519387,0.2708140288922645,0.25483626731583153,-0.004137853064762284,0.25978076847583254,0.2549056354911526,0.241209866951829,0.3175694019727484
302,post,0.012076546477363444,0.14245958994849514,0.2924902411074887,0.2415778032239182,0.24804305090540144,0.04528790515105061,0.27267398014304894,0.27113105638573815,0.284408470885481,0.2232702047357969
302,and,0.6273313514335603,0.03384749381674234,0.26561061091350524,0.21937698726114735,0.24288455510522297,-0.1804218831489448,0.2137952865030311,0.22168178837900712,0.2229959864818146,0.15952118236416107
302,polio,0.31889505695931764,0.33551300767078845,0.3247608085091794,0.26823118062267004,0.2542361266735441,-0.027256766192289436,0.2537499648780876,0.2522815197441021,0.2513856756808755,0.29963921092729356
303,hubble,0.4155130451566137,0.3728596889080446,0.6221022999066231,0.3762279158940601,0.3485749549474153,0.2252377708600407,0.3680364944980456,0.36661001556151107,0.299204924774213,0.3563790327630766
303,achievements,0.0023971161677942827,0.28430517204298944,0.3832873951589541,0.23180016838189016,0.2972558151693742,-0.0038253113231487097,0.2992306057223161,0.2922932395502825,0.4200749795095587,0.28829156693322616
303,telescope,0.5820898386755919,0.3428351390489659,0.6481353987017799,0.3919719157240497,0.3541692298832106,0.10770785645543146,0.33273289977963827,0.3410967448882063,0.28072009571622836,0.3553294003036973
304,mammals,0.13747004762385953,0.3962506013888143,0.40205877269443985,0.4039839702521512,0.35093278831892644,0.039473919786586945,0.35696499702524476,0.35022837520703765,0.3386835648079046,0.3556317701551765
304,species,0.5075127771497118,0.2923740716169284,0.28134011207054943,0.28268726659976073,0.32071712475337294,-0.08275807737014866,0.3149893941064125,0.3211623230241258,0.3297886206363592,0.3192035103507217
304,endangered,0.3550171752264286,0.31137532699425735,0.3118355856608801,0.3133287631480881,0.3283500869277006,-0.044738678131406896,0.32804560886834266,0.32860930176883657,0.33152781455573604,0.3251647194941018
305,most,0.2500127515694577,0.15517534502633834,0.32950001836471304,0.30003496921636785,0.32441029524529974,-0.15816694600865075,0.3020687928449083,0.30871894891028523,0.3143117370725562,0.24635385076107205
305,dangerous,0.2607570020902972,0.4080841330472605,0.3947987583433452,0.35949446647706557,0.3403437914641791,-0.006894903696710872,0.35634863253010685,0.34231917761382374,0.35264882264808733,0.34677641477774557
305,vehicles,0.48923024634024503,0.43674052192640117,0.37390660656877156,0.3404705643065667,0.33524591329052134,-0.048046309986019727,0.3415825746249849,0.348961873475891,0.33303944027935645,0.4068697344611824
306,african,0.22734410339844716,0.31899478670693243,0.2950644307291036,0.31487409214273787,0.3289397510982831,0.0736871913562562,0.35070461873850733,0.3362916397785591,0.3448359839397713,0.3253525275509316
306,civilian,0.38271377915291194,0.35521597724230436,0.3079609868871277,0.328636480926745,0.33221541049559755,0.0212348959770612,0.33357182400926805,0.3342452753923067,0.3176384656590083,0.3377304990835482
306,deaths,0.3899421174486409,0.3257892360507632,0.3340616215910014,0.3564894269305171,0.33884483840611934,-0.03340782721797014,0.3157235572522246,0.3294630848291344,0.33752555040122034,0.3369169733655203
307,new,0.4414987018403186,0.10597798884296279,0.37321480992821554,0.3650888925628078,0.34140401389821257,-0.04453984637326996,0.33761603712784427,0.3385197294229399,0.3288461401243972,0.24726809324256077
307,projects,0.1948947037521176,0.2755650617479568,0.32731791955686756,0.32019130427853,0.32999328450253734,-0.09674270582085812,0.31916992771497393,0.3295615770216874,0.30093995533893103,0.3245511571710662
307,hydroelectric,0.3636065944075637,0.6184569494090802,0.3217246372300924,0.3147198031586622,0.32860270159925015,-0.02869739972110575,0.3432140351571818,0.3319186935553727,0.3702139045366718,0.4281807495863731
308,dentistry,0.2648270839050874,0.5100207483590884,0.3274738693284675,0.5007585959491393,0.5001869240192574,-0.014126754900140983,0.4994631770588718,0.4951127983226364,0.49854309704247474,0.49139020873112116
308,implant,0.7351729160949125,0.4899792516409115,0.32648169324709353,0.4992414040508606,0.49981307598074265,-0.012007522094509187,0.5005368229411282,0.5048872016773637,0.5014569029575252,0.508609791268879
309,rap,0.332402504592086,0.546762528544111,0.3060580327799744,0.3107633749293549,0.3277551629078099,-0.006113045466576271,0.35089587188266086,0.33694515703409245,0.3439134397279937,0.4045436171061475
