query,term,rmn,nidf,qacf2,qacfn2,qacfs2,cacf2,cacf2s,scacfs,ccfq,ccfc
51,airbus,0.6991954051481433,0.5505846136044855,0.4709764831714503,0.5054319302514861,0.5017264420000429,0.45357306148138393,0.5313984624509082,0.5145211809528714,0.473833309132388,0.5280303203104425
51,subsidies,0.3008045948518567,0.4494153863955145,0.4608532153145714,0.49456806974851386,0.49827355799995715,0.2818000421163115,0.46860153754909184,0.48547881904712864,0.5261666908676119,0.4719696796895575
52,south,0.5214745379591702,0.211295548604802,0.40094341759424346,0.350710757241396,0.3381282409777869,0.08735654938900289,0.3279910055486116,0.324836898980277,0.31305869598901337,0.2919310678336088
52,african,0.19601995820623283,0.3603815451549957,0.34813054752199996,0.30451460875175457,0.3253814571789224,0.08107294634976346,0.32609561504356843,0.327394033999296,0.3310842271157193,0.34630348021310353
52,sanctions,0.2825055038345969,0.42832290624020214,0.39415705735927203,0.3447746340068493,0.33649030184329065,0.14677284516154124,0.3459133794078201,0.3477690670204269,0.3558570768952674,0.3617654519532878
53,buyouts,0.4370947725283775,0.5275676773815934,0.5658590006825961,0.5399840525463838,0.5137470916220438,0.16457326908882028,0.5256567859765882,0.5224970506804876,0.4963970843858306,0.5172544470397819
53,leveraged,0.5629052274716224,0.4724323226184067,0.48205898506938055,0.4600159474536161,0.4862529083779561,0.050889938382619626,0.47434321402341184,0.4775029493195125,0.5036029156141695,0.48274555296021804
54,launch,0.5275610962305758,0.32648359868025567,0.5343106163937937,0.3905020450831206,0.35124020966342223,0.28573795340791186,0.3626333053934569,0.34633529747815545,0.28310924414293454,0.3520509364504309
54,satellite,0.442094923486902,0.3652905162767999,0.49899402892010725,0.3646908423656601,0.3431554024175402,0.1608471640363751,0.32740874066550735,0.3334152929233754,0.29830418055094715,0.3583998622596318
54,contracts,0.030343980282522248,0.3082258850429444,0.3349612142927053,0.24480711255121929,0.3056043879190375,0.09897436174609568,0.30995795394103587,0.3202494095984692,0.41858657530611837,0.2895492012899373
55,trading,0.5477394470403742,0.3422980582285666,0.45706986627535345,0.47227005876677364,0.49095717019876606,-0.16939629912926005,0.41818135410975743,0.41691841790783174,0.4921100744247266,0.41267083597726684
55,insider,0.4522605529596257,0.6577019417714334,0.51074475121043,0.5277299412332264,0.509042829801234,0.1556247445341611,0.5818186458902426,0.5830815820921683,0.5078899255752733,0.5873291640227332
56,prime,0.25738353880128634,0.14215009824152294,0.45662071299808915,0.20927021702523088,0.20281640221925046,0.11434771488716056,0.22050791952185134,0.21631403509813088,0.17918585611532864,0.19232657878456802
56,lending,0.12325833594247959,0.24449160182576948,0.4795674554462364,0.21978675654140029,0.20601145203864094,0.06522759465211563,0.21078799514367846,0.21652201973712867,0.16569570532597924,0.21914663080252764
56,rate,0.5487747561570155,0.139938554867406,0.5500870369360693,0.2521060265675227,0.2158304307721899,-0.10091629009524727,0.17791132489302064,0.17839545685718408,0.16309999379411041,0.1755452410430913
56,moves,0.06608129555934193,0.19898642797884272,0.40548580847798393,0.18583498454042754,0.195696499783395,-0.03777210865477267,0.19040634049123478,0.18680722847432166,0.20658505901054894,0.19532092218637212
56,predictions,0.004502073539876499,0.27443331708645885,0.29020601178405275,0.1330020153254186,0.17964521518652382,0.012662718192362565,0.20038641995021475,0.20196125983323465,0.2854333857540328,0.21766062718344087
57,mci,1.0,1.0,0.30932889275569286,1.0,1.0,-0.0229659578972154,1.0,1.0,1.0,1.0
58,rail,0.5431391857776168,0.5451589016371482,0.49050790982235026,0.511152473224585,0.5036160297739822,0.1444557037822367,0.4625422967426898,0.4689209571089525,0.4825227851177989,0.5016798740157734
58,strikes,0.45686081422238317,0.45484109836285175,0.46910382154226715,0.488847526775415,0.49638397022601777,0.3298168370031351,0.5374577032573101,0.5310790428910475,0.5174772148822011,0.4983201259842265
59,related,0.33442021188813115,0.2560431740110551,0.3241296469997823,0.30470690541848056,0.3258399586086021,-0.11080915749864594,0.28663340106085744,0.287320397099274,0.34673189135448307,0.2737624758210328
59,fatalities,0.3755059762560952,0.4693170734386975,0.330409154087323,0.3106101271382735,0.32738521086854716,0.026511907530296697,0.3308992684373369,0.3299091994132051,0.3257763283814866,0.38848101782977884
59,weather,0.29007381185577363,0.2746397525502475,0.40920357309580585,0.3846829674432458,0.34677483052285063,0.1864857569964007,0.3824673305018056,0.38277040348752084,0.32749178026403036,0.3377565063491884
60,pay,0.26674292911676667,0.12881038958041743,0.31478727109905386,0.29761033410069826,0.2599567116071136,0.029667133057222937,0.26118704000375026,0.25071928057394993,0.23938382606741687,0.19452325332019235
60,merit,0.11703555320244442,0.29149164351561,0.2798570495815251,0.26458614332021413,0.25305038864445334,-0.049100587681872206,0.24120669182404106,0.24381541847096386,0.24228473507106224,0.2649599456403278
60,vs,0.21282838556194625,0.23188840280120107,0.13566095867129283,0.128258373007338,0.22454026959813017,-0.042005438095193214,0.24300645901038043,0.24259086116192224,0.26359842226257996,0.25396825813807594
60,seniority,0.4033931321188427,0.3478095641027716,0.32741091874407097,0.30954514957174967,0.262452630150303,0.003698558599276293,0.25459980916182817,0.26287443979316394,0.25473301659894093,0.28654854290140386
61,role,0.04334598604177035,0.15273632546493607,0.48718137888666685,0.1527801880102693,0.16184765213624072,-0.05683264772421914,0.13763026353714727,0.14636612087143483,0.1734009300135132,0.14679481233965075
61,in,0.45695403904249143,0.0378258314958827,0.5443484113727053,0.17070778202292533,0.16806905197274757,-0.17385221710104856,0.12055436058792462,0.11511536351171353,0.1461911940681071,0.1148632296999784
61,israeli,0.05181828587526798,0.18934124767378718,0.648230107765284,0.20328510495335692,0.1793743365195829,0.22637532814762196,0.17895695732167347,0.1857945217999045,0.22527238948498432,0.17990483565323556
61,iran,0.2124493255054327,0.1791335278260771,0.4929894551836761,0.15460160201969408,0.1624797361076006,0.441556726901104,0.21035697614895174,0.19847272645868663,0.15281886822791962,0.18844810559631825
61,affair,0.08698260685824566,0.22745196481638968,0.5188868480803444,0.16272303015139042,0.1652981093714679,0.08975598094923735,0.15902098655909694,0.16696831523722755,0.1515622109870336,0.1816801837815984
61,contra,0.1484497566767919,0.21351110272292728,0.4971370633045074,0.15590229284236393,0.16293111389236029,0.3259035081872107,0.19348045584520587,0.18728295212103288,0.150754407218442,0.1883088329292187
62,d,0.03335756736788393,0.11274857898067871,0.36024178333774665,0.26299163051500324,0.25331404944107855,0.054192524581012855,0.252298763510418,0.24941851947475366,0.25522975633717826,0.2191412200811862
62,military,0.7405774815755283,0.09369430346299396,0.37012704035982297,0.2702082832813991,0.2551549534014638,0.09372624534975553,0.26176032639797897,0.25780890516615557,0.20456660597035947,0.20331229253468674
62,coups,0.21274731209147293,0.30039987633212323,0.3109249186752592,0.2269882482051969,0.24412990670526433,0.033350833529069396,0.2473107439985538,0.2481935984303206,0.23561807346293495,0.2831743552039784
62,etat,0.013317638965114953,0.493157241224204,0.32849046951369903,0.23981183799840075,0.24740109045219344,-0.002919658683026815,0.23863016609304916,0.24457897692877015,0.3045855642295273,0.29437213218014874
63,machine,0.24165240766966806,0.386542184976013,0.34597105253344945,0.5299468403167844,0.5073696562834386,-0.0070958719340982425,0.5057636352137534,0.48565398280819955,0.5141732489230378,0.45395212275617663
63,translation,0.7583475923303319,0.6134578150239869,0.30686999908342505,0.4700531596832155,0.4926303437165614,-0.02972595760240894,0.4942363647862466,0.5143460171918005,0.4858267510769622,0.5460478772438234
64,hostage,0.6986529177107694,0.6245908852875381,0.6360458280038127,0.5580559728949466,0.521074734195073,0.3942301054900963,0.6062272530208376,0.6094671310914681,0.4667334202098452,0.595720974300661
64,taking,0.30134708228923063,0.3754091147124619,0.5037069188475279,0.44194402710505337,0.478925265804927,-0.09438281465546111,0.3937727469791624,0.39053286890853184,0.5332665797901548,0.40427902569933905
65,systems,0.12357690477266978,0.24291122265957865,0.2962037493120221,0.30585472253627405,0.3266275476303936,-0.07697436650197598,0.31627671905134086,0.3187870568519268,0.3429800655373643,0.29725780485752873
65,retrieval,0.2866179585204244,0.5746071386245508,0.3328948275084051,0.34374127720472974,0.33587325217148944,0.0429716823426252,0.3573764907315426,0.3583921484864422,0.34182480272902727,0.42554134046204556
65,information,0.5898051367069058,0.18248163871587061,0.3393473142738084,0.35040400025899626,0.3374992001981171,-0.04758575438711626,0.3263467902171166,0.322820794661631,0.3151951317336083,0.27720085468042577
66,natural,0.46763972088601335,0.30610769462397963,0.3091527636357879,0.28579204993069496,0.32073397211601995,-0.0304571490978941,0.31635882902427265,0.316425531200438,0.35326237255097886,0.31413497402762386
66,processing,0.3442081413626903,0.38679239554667905,0.31630669125492833,0.29240540060977416,0.3224866381800972,0.00949247225382019,0.32939426672466104,0.3382623406246365,0.2945262948579909,0.35401864523159293
66,language,0.18815213775129644,0.3070999098293413,0.4562807954443018,0.42180254945953094,0.35677938970388284,0.08565818924709787,0.3542469042510662,0.3453121281749255,0.3522113325910302,0.33184638074078315
67,disturbances,0.03641525612167603,0.30996658286495815,0.3952935542702346,0.28659091817054666,0.2593822114571082,0.09734695306606184,0.2550941714146834,0.26645574977071657,0.2698870833781308,0.27309314493075604
67,motivated,0.35317687676124426,0.28462020636530894,0.3361673544868313,0.24372396094139695,0.24839077212311433,0.04358596678518461,0.24259665254752988,0.24044886728781711,0.22546026666054111,0.2568905621503396
67,civil,0.2576448042541681,0.1559477681610519,0.29191451212516156,0.21164030415751403,0.24016425944418485,0.09438890681513862,0.254406530778076,0.24615932079878672,0.27441354837223614,0.2162071214984745
67,politically,0.3527630628629116,0.2494654426086811,0.35592004595807336,0.2580448167305424,0.2520627569755925,0.06641092943882819,0.24790264525971067,0.24693606214267952,0.23023910158909197,0.25380917142042986
68,hazards,0.12594348347928708,0.22630518457965249,0.43909107776813555,0.18316663944527242,0.17137704546319044,0.09619914415417498,0.1882469467572514,0.18928537818159286,0.1509287054217561,0.18610905335606123
68,fibers,0.1193609485543532,0.26990844824250826,0.3757805973851514,0.15675670191622845,0.16383759000932288,0.03096091422456079,0.17704378384512076,0.1842148429696862,0.17388136029291523,0.20170169163747567
68,diameter,0.009443324077166481,0.23030404137396976,0.39669742963690957,0.1654821487890482,0.16632851290303918,0.033544975306372835,0.17748753679957202,0.18610003327135663,0.17890038499547975,0.20115878277536975
68,fine,0.15147112928704531,0.13728445340003323,0.4035800301804628,0.16835322241371553,0.16714814118402802,-0.03426752751291179,0.16584230182947207,0.1616101379413652,0.1979317180956743,0.1531058727867296
68,health,0.31402158438641925,0.1038715966995632,0.3593156405010078,0.14988835278827733,0.16187682761695263,-0.12954202920205712,0.14948110127349196,0.1446329609333044,0.16560751704436452,0.14521648539883186
68,from,0.2797595302157287,0.032326275704273044,0.42275711546841144,0.17635293464745802,0.16943188282346705,-0.17369800664012647,0.14189832949509185,0.13415664670269464,0.1327503141498102,0.1127081140455318
69,the,0.6353895085885154,0.031680603788631294,0.41778840514689164,0.15225790390919966,0.1455044504596478,-0.1554095766836357,0.11712161293163345,0.11164236777030805,0.10597576112634498,0.10166597980059358
69,ii,0.016872799516118066,0.1406060725173862,0.33380026114128536,0.12164944613014403,0.13688493523840758,4.861363611889935E-5,0.1386794159696894,0.1482150502845017,0.15709683118350906,0.1442182693254983
